activity,category,entity,id,name
Kommunikationstraining und Wirtschaftsenglisch,no category,no group,03K03,Konrad-Duden-Schule (Integrierte Sekundarschule)
Volleyball,Sport,Volleyball,03K03,Konrad-Duden-Schule (Integrierte Sekundarschule)
Baskettball,no category,no group,03K03,Konrad-Duden-Schule (Integrierte Sekundarschule)
Kraftsport u.a.,no category,no group,03K03,Konrad-Duden-Schule (Integrierte Sekundarschule)
"Den Abschluss des Schultages bilden die ""Werkstätten"". Ausgehend von ihren individuellen Interessen können die Schülerinnen u. Schüler kerngruppenübergreifend Kurse u.a. aus den Bereichen Sport",no category,no group,01K01,Willy-Brandt-Schule
Kunst,Kunst / Kultur,Kunst,01K01,Willy-Brandt-Schule
Musik oder Arbeitslehre wählen.,no category,no group,01K01,Willy-Brandt-Schule
überwiegend im sportlichen,no category,no group,01K03,Ernst-Reuter-Schule
künstlerischen und informationstechnischen Bereich,no category,no group,01K03,Ernst-Reuter-Schule
zum Beispiel: Kochen,no category,no group,01K03,Ernst-Reuter-Schule
Jonglieren,Sport,Jonglieren,01K03,Ernst-Reuter-Schule
Seidenmalerei,Kultur / Kunst,Seidenmalerei,01K03,Ernst-Reuter-Schule
Billard,Sport,Billard,01K03,Ernst-Reuter-Schule
Gestaltung von Gipsabdrücken,no category,no group,01K03,Ernst-Reuter-Schule
Serviettentechnik,no category,no group,01K03,Ernst-Reuter-Schule
Druckgrafik,no category,no group,01K03,Ernst-Reuter-Schule
Zeichnen und Malen,no category,no group,01K03,Ernst-Reuter-Schule
Bildhauen,no category,no group,01K03,Ernst-Reuter-Schule
Fotografie,Literatur / Medien,Fotografie,01K03,Ernst-Reuter-Schule
Computer und Internet,no category,no group,01K03,Ernst-Reuter-Schule
Fußball,Sport,Fußball,01K03,Ernst-Reuter-Schule
Tai-Chi,no category,no group,01K03,Ernst-Reuter-Schule
Basketball,Sport,Basketball,01K03,Ernst-Reuter-Schule
Skilanglauf u.a.,no category,no group,01K03,Ernst-Reuter-Schule
u.a. Chemie,no category,no group,12K03,Max-Beckmann-Schule (Integrierte Sekundarschule)
Schulsanitätsdienst,Gesellschaft / Partizipation,Schulsanitätsdienst,12K03,Max-Beckmann-Schule (Integrierte Sekundarschule)
Solarboote,Sport,Solarboote,12K03,Max-Beckmann-Schule (Integrierte Sekundarschule)
diverse kulturelle und sportliche Arbeitsgemeinschaften,no category,no group,12K06,Benjamin-Franklin-Schule (Integrierte Sekundarschule)
WAT,no category,no group,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Bildende Kunst,Kunst / Kultur,Bildende Kunst,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Sport,Sport,Sport,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Medien- und Hardwaretechnik,no category,no group,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Kochen,Handwerk,Kochen,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Fördern und Fordern,no category,no group,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
Hausaufgabenbetreuung,Berufsorientierung,Hausaufgabenbetreuung,09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule)
AG-Angebot in der ergänzenden Betreuung: Schach,no category,no group,11G22,Martin-Niemöller-Grundschule
Computer-AG,Naturwissenschaft / Technik,Computer,11G22,Martin-Niemöller-Grundschule
Seidenmalerei,Kultur / Kunst,Seidenmalerei,11G22,Martin-Niemöller-Grundschule
Line Dance,Musik / Tanz,Line Dance,11G22,Martin-Niemöller-Grundschule
Sport,Sport,Sport,11G22,Martin-Niemöller-Grundschule
Fußball,Sport,Fußball,09G20,Müggelheimer Schule (Grundschule)
Tanz,Musik / Tanz,Tanz,09G20,Müggelheimer Schule (Grundschule)
Keyboard,Musik / Tanz,Keyboard,09G20,Müggelheimer Schule (Grundschule)
Tauchen,Sport,Tauchen,09G20,Müggelheimer Schule (Grundschule)
Eltern-AG's: Basteln,no category,no group,05G15,Askanier-Grundschule
Computer u.a.,no category,no group,05G15,Askanier-Grundschule
Chor,Musik / Tanz,Chor,05G16,Zeppelin-Grundschule
Orchester,Musik / Tanz,Orchester,05G16,Zeppelin-Grundschule
Fußball,Sport,Fußball,05G16,Zeppelin-Grundschule
Streetdance,Musik / Tanz,Streetdance,05G16,Zeppelin-Grundschule
Instrumentalunterricht,Musik / Tanz,Instrumentalunterricht,05G16,Zeppelin-Grundschule
Judo (in Koop mit Vereinen),no category,no group,05G16,Zeppelin-Grundschule
Reiten,Sport,Reiten,04G25,Cecilien-Schule (Grundschule)
Tennis,Sport,Tennis,04G25,Cecilien-Schule (Grundschule)
Judo,Sport,Judo,04G25,Cecilien-Schule (Grundschule)
Kunst,Kunst / Kultur,Kunst,04G25,Cecilien-Schule (Grundschule)
Musik,Musik / Tanz,Musik,04G25,Cecilien-Schule (Grundschule)
Joga,no category,no group,04G25,Cecilien-Schule (Grundschule)
Schach,Sport,Schach,04G25,Cecilien-Schule (Grundschule)
Natur u. Tiere,no category,no group,04G25,Cecilien-Schule (Grundschule)
Sport,Sport,Sport,01Y09,Diesterweg-Schule (Gymnasium)
Musik,Musik / Tanz,Musik,01Y09,Diesterweg-Schule (Gymnasium)
Kunst,Kunst / Kultur,Kunst,01Y09,Diesterweg-Schule (Gymnasium)
Spanisch,Sprachen,Spanisch,01Y09,Diesterweg-Schule (Gymnasium)
Schach,Sport,Schach,01Y09,Diesterweg-Schule (Gymnasium)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,01Y09,Diesterweg-Schule (Gymnasium)
Basketball,Sport,Basketball,08G06,Karl-Weise-Schule (Grundschule)
Kunst und Künstler,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Theater,Kunst / Kultur,Theater,08G06,Karl-Weise-Schule (Grundschule)
Basteln,Handwerk,Basteln,08G06,Karl-Weise-Schule (Grundschule)
Spiele-Spezialisten,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Kinder-Yoga,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Bewegungsspiele,Sport,Bewegungsspiele,08G06,Karl-Weise-Schule (Grundschule)
Kochen und Backen,Handwerk,Kochen und Backen,08G06,Karl-Weise-Schule (Grundschule)
Online-Zeitung,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Kultur in Berlin Forscher grafisches Gestalten,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Tanzen,Musik / Tanz,Tanzen,08G06,Karl-Weise-Schule (Grundschule)
Musik mit Orff-Istrumenten,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Fußball,Sport,Fußball,08G06,Karl-Weise-Schule (Grundschule)
Kreatives Gestalten,Kunst / Kultur,Kreatives Gestalten,08G06,Karl-Weise-Schule (Grundschule)
Basteln mit Perlen,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Teilnahme am Buddy-Projekt,no category,no group,08G06,Karl-Weise-Schule (Grundschule)
Internet,Naturwissenschaft / Technik,Internet,08G07,Hermann-Boddin-Schule (Grundschule)
Multimedia,Literatur / Medien,Multimedia,08G07,Hermann-Boddin-Schule (Grundschule)
Tanz,Musik / Tanz,Tanz,08G07,Hermann-Boddin-Schule (Grundschule)
Tennis,Sport,Tennis,08G07,Hermann-Boddin-Schule (Grundschule)
Fußball,Sport,Fußball,08G07,Hermann-Boddin-Schule (Grundschule)
Volleyball,Sport,Volleyball,08G07,Hermann-Boddin-Schule (Grundschule)
Percussion,Musik / Tanz,Percussion,08G07,Hermann-Boddin-Schule (Grundschule)
Haufaugaben-AG,no category,no group,08G08,Karlsgarten-Schule (Grundschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,08G08,Karlsgarten-Schule (Grundschule)
Computer-AG,Naturwissenschaft / Technik,Computer,08G08,Karlsgarten-Schule (Grundschule)
Tanzen,Musik / Tanz,Tanzen,08G08,Karlsgarten-Schule (Grundschule)
Theater,Kunst / Kultur,Theater,08G08,Karlsgarten-Schule (Grundschule)
Zirkus,Kultur / Kunst,Zirkus,08G08,Karlsgarten-Schule (Grundschule)
Ballspiele für Jungen,no category,no group,08G08,Karlsgarten-Schule (Grundschule)
Hockey,Sport,Hockey,08G08,Karlsgarten-Schule (Grundschule)
Volleyball,Sport,Volleyball,08G08,Karlsgarten-Schule (Grundschule)
Basketball,Sport,Basketball,08G08,Karlsgarten-Schule (Grundschule)
Tischtennis,Sport,Tischtennis,08G08,Karlsgarten-Schule (Grundschule)
Fantasiegruppe für Jungen,no category,no group,08G08,Karlsgarten-Schule (Grundschule)
Mädchengruppe,Gesellschaft / Partizipation,Mädchengruppe,08G08,Karlsgarten-Schule (Grundschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,08G27,Oskar-Heinroth-Schule (Grundschule)
Trommeln und Rhythmik,no category,no group,08G27,Oskar-Heinroth-Schule (Grundschule)
Gitarre,Musik / Tanz,Gitarre,08G27,Oskar-Heinroth-Schule (Grundschule)
Band,Musik / Tanz,Band,08G27,Oskar-Heinroth-Schule (Grundschule)
Tanz,Musik / Tanz,Tanz,08G27,Oskar-Heinroth-Schule (Grundschule)
Volleyball,Sport,Volleyball,08G27,Oskar-Heinroth-Schule (Grundschule)
Basketball,Sport,Basketball,08G27,Oskar-Heinroth-Schule (Grundschule)
Schwimmen,Sport,Schwimmen,08G27,Oskar-Heinroth-Schule (Grundschule)
Laufen,Sport,Laufen,08G34,Lisa-Tetzner-Schule (Grundschule)
Leichtathletik,Sport,Leichtathletik,08G34,Lisa-Tetzner-Schule (Grundschule)
Fußball,Sport,Fußball,08G34,Lisa-Tetzner-Schule (Grundschule)
Schach,Sport,Schach,08G34,Lisa-Tetzner-Schule (Grundschule)
in der Hortbetreuung: Töpfern,no category,no group,08G34,Lisa-Tetzner-Schule (Grundschule)
Gärtnern,Umwelt,Garten,08G34,Lisa-Tetzner-Schule (Grundschule)
Sport in der Turnhalle,no category,no group,08G34,Lisa-Tetzner-Schule (Grundschule)
Trommeln,Musik / Tanz,Trommeln,08G34,Lisa-Tetzner-Schule (Grundschule)
Tanzen,Musik / Tanz,Tanzen,08G34,Lisa-Tetzner-Schule (Grundschule)
Fußball,Sport,Fußball,08G34,Lisa-Tetzner-Schule (Grundschule)
Kochen & Backen,Handwerk,Kochen und Backen,08G34,Lisa-Tetzner-Schule (Grundschule)
Fußball,Sport,Fußball,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Turnen,Sport,Turnen,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Kung Fu,Sport,Kung Fu,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Spielezirkus,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Theater,Kunst / Kultur,Theater,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Junge Naturforscher,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Werkeln,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Blockflöte,Musik / Tanz,Blockflöte,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Russisch,Sprachen,Russisch,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Spanisch,Sprachen,Spanisch,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Druckwerkstatt,Handwerk,Druckwerkstatt,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Keramik,Handwerk,Keramik,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Handarbeiten,Handwerk,Handarbeiten,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Perlenwerkstatt,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Forschen und Experimentieren,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Kreativwerkstatt,no category,no group,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Buchillustrationen,Literatur / Medien,Buchillustrationen,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Schach,Sport,Schach,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Lebenskunde,Gesellschaft / Partizipation,Lebenskunde,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Kochen,Handwerk,Kochen,03K11,Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)
Japan,no category,no group,10Y11,Melanchthon-Gymnasium
Junge Imker,no category,no group,10Y11,Melanchthon-Gymnasium
Journalistisches Schreiben,no category,no group,10Y11,Melanchthon-Gymnasium
Hebräisch,Sprachen,Hebräisch,10Y11,Melanchthon-Gymnasium
Video,Literatur / Medien,Video,10Y11,Melanchthon-Gymnasium
Altgriechisch,Sprachen,Altgriechisch,10Y11,Melanchthon-Gymnasium
Bücherwurm,no category,no group,10Y11,Melanchthon-Gymnasium
Handarbeit,Handwerk,Handarbeit,10Y11,Melanchthon-Gymnasium
Politik,Gesellschaft / Partizipation,Politik,10Y11,Melanchthon-Gymnasium
Chor,Musik / Tanz,Chor,10Y11,Melanchthon-Gymnasium
Orchester,Musik / Tanz,Orchester,10Y11,Melanchthon-Gymnasium
Musical,Musik / Tanz,Musical,10Y11,Melanchthon-Gymnasium
Theater,Kunst / Kultur,Theater,05G28,Grundschule an der Pulvermühle
Keramik,Handwerk,Keramik,05G28,Grundschule an der Pulvermühle
Cheerleader,no category,no group,05G28,Grundschule an der Pulvermühle
Skaten,Sport,Skaten,05G28,Grundschule an der Pulvermühle
Spielleichtathletik,no category,no group,05G29,Mary-Poppins-Grundschule
Poptanz,no category,no group,05G29,Mary-Poppins-Grundschule
Golf,Sport,Golf,05G29,Mary-Poppins-Grundschule
Handball,Sport,Handball,05G29,Mary-Poppins-Grundschule
Volleyball,Sport,Volleyball,05G29,Mary-Poppins-Grundschule
Basketball,Sport,Basketball,05G29,Mary-Poppins-Grundschule
Judo,Sport,Judo,05G29,Mary-Poppins-Grundschule
Chor,Musik / Tanz,Chor,05G29,Mary-Poppins-Grundschule
Fußball,Sport,Fußball,05G29,Mary-Poppins-Grundschule
Konfliktlotsen,Gesellschaft / Partizipation,Konfliktlotsen,05G29,Mary-Poppins-Grundschule
Schmuck,Handwerk,Schmuck,05G29,Mary-Poppins-Grundschule
Spielsport,no category,no group,05G29,Mary-Poppins-Grundschule
Kunst,Kunst / Kultur,Kunst,05G29,Mary-Poppins-Grundschule
Cheerleader,no category,no group,05G29,Mary-Poppins-Grundschule
Handball,Sport,Handball,05G29,Mary-Poppins-Grundschule
Schreibwerkstatt,Literatur / Medien,Schreibwerkstatt,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Volleyball,Sport,Volleyball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Basketball,Sport,Basketball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Fußball,Sport,Fußball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
PC-Praxis,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Förderkurse,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Schreibwerkstatt,Literatur / Medien,Schreibwerkstatt,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Volleyball,Sport,Volleyball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Basketball,Sport,Basketball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Fußball,Sport,Fußball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Kultur-AG,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Schreibwerkstatt,Literatur / Medien,Schreibwerkstatt,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Volleyball,Sport,Volleyball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Basketball,Sport,Basketball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Fußball,Sport,Fußball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Kultur-AG,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Schreibwerkstatt,Literatur / Medien,Schreibwerkstatt,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Volleyball,Sport,Volleyball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Basketball,Sport,Basketball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Fußball,Sport,Fußball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Förderkurse  .,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Schreibwerkstatt,Literatur / Medien,Schreibwerkstatt,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Volleyball,Sport,Volleyball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Basketball,Sport,Basketball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Fußball,Sport,Fußball,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
PC-Praxis,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Förderkurse,no category,no group,09B03,Hermann-Scheer-Schule (OSZ Wirtschaft)
Schwimmen,Sport,Schwimmen,09P10,Bewegte Schule Köpenick (Grundschule)
Holzwerkstatt,Handwerk,Holzwerkstatt,09P10,Bewegte Schule Köpenick (Grundschule)
Basteln,Handwerk,Basteln,09P10,Bewegte Schule Köpenick (Grundschule)
Nähen,Handwerk,Nähen,09P10,Bewegte Schule Köpenick (Grundschule)
Kochen und Backen,Handwerk,Kochen und Backen,09P10,Bewegte Schule Köpenick (Grundschule)
Schülerzeitung,Literatur / Medien,Schülerzeitung,09A07,Flatow-Oberschule
Sport-AG`s in Profisportarten,no category,no group,09A07,Flatow-Oberschule
Homepage,Naturwissenschaft / Technik,Homepage,09Y05,Alexander-von-Humboldt-Gymnasium
Vorbereitung DELF-Sprachediplom,no category,no group,09Y05,Alexander-von-Humboldt-Gymnasium
Chor,Musik / Tanz,Chor,09Y05,Alexander-von-Humboldt-Gymnasium
Fußball,Sport,Fußball,09Y05,Alexander-von-Humboldt-Gymnasium
Volleyball,Sport,Volleyball,09Y05,Alexander-von-Humboldt-Gymnasium
Mathematik,Naturwissenschaft / Technik,Mathematik,09Y05,Alexander-von-Humboldt-Gymnasium
Physik,Naturwissenschaft / Technik,Physik,09Y05,Alexander-von-Humboldt-Gymnasium
Chinesisch,Sprachen,Chinesisch,09Y05,Alexander-von-Humboldt-Gymnasium
Schulhofgestaltung,Gesellschaft / Partizipation,Schulhofgestaltung,09Y05,Alexander-von-Humboldt-Gymnasium
Lesewerkstatt,no category,no group,05G02,Grundschule am Eichenwald
Tanzerziehung u.a.,no category,no group,05G02,Grundschule am Eichenwald
Biologie,Naturwissenschaft / Technik,Biologie,02Y07,Robert-Koch-Gymnasium
Chor,Musik / Tanz,Chor,02Y07,Robert-Koch-Gymnasium
Theater,Kunst / Kultur,Theater,02Y07,Robert-Koch-Gymnasium
Spanisch,Sprachen,Spanisch,02Y07,Robert-Koch-Gymnasium
Grundstufe: Frühenglisch,no category,no group,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Basketball,Sport,Basketball,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Theater,Kunst / Kultur,Theater,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Kochen,Handwerk,Kochen,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Lesen,Literatur / Medien,Lesen,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Fußball,Sport,Fußball,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Oberstufe: Basketball,no category,no group,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Meditation,Sport,Meditation,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Fußball,Sport,Fußball,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Fotografie,Literatur / Medien,Fotografie,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Karate,Sport,Karate,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Rückschlagspiele u.a.,no category,no group,02K02,Carl-von-Ossietzky-Schule (Gemeinschaftsschule)
Fußball,Sport,Fußball,02K03,Hector-Peterson-Schule
Theater,Kunst / Kultur,Theater,02K03,Hector-Peterson-Schule
Parkour,no category,no group,02K03,Hector-Peterson-Schule
Internet,Naturwissenschaft / Technik,Internet,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Videoschnitt,Literatur / Medien,Videoschnitt,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Basketball,Sport,Basketball,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Fußball,Sport,Fußball,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Handball,Sport,Handball,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Tischtennis,Sport,Tischtennis,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Hockey,Sport,Hockey,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Ski-Kurse,no category,no group,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
im Sommer Rudern am Stößensee u.a.,no category,no group,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule)
Chor,Musik / Tanz,Chor,03G13,Rudolf-Dörrier-Grundschule
sportliche AG's,no category,no group,03G13,Rudolf-Dörrier-Grundschule
Künstl. AG`s,no category,no group,03G13,Rudolf-Dörrier-Grundschule
u.a. Reiten,no category,no group,03K05,Heinz-Brandt-Schule
Spanisch,Sprachen,Spanisch,03K05,Heinz-Brandt-Schule
HipHop und Streetdance,no category,no group,03K05,Heinz-Brandt-Schule
Graffiti,Kunst / Kultur,Graffiti,03K05,Heinz-Brandt-Schule
Theater,Kunst / Kultur,Theater,03K05,Heinz-Brandt-Schule
Töpfern,Handwerk,Töpfern,03K05,Heinz-Brandt-Schule
Band,Musik / Tanz,Band,03K05,Heinz-Brandt-Schule
Gitarre,Musik / Tanz,Gitarre,03K05,Heinz-Brandt-Schule
Trommeln,Musik / Tanz,Trommeln,03K05,Heinz-Brandt-Schule
Design,Literatur / Medien,Design,03K05,Heinz-Brandt-Schule
Badminton,Sport,Badminton,03K05,Heinz-Brandt-Schule
Boxen,Sport,Boxen,03K05,Heinz-Brandt-Schule
Basketball,Sport,Basketball,03K05,Heinz-Brandt-Schule
Video,Literatur / Medien,Video,03K05,Heinz-Brandt-Schule
Foto,Literatur / Medien,Foto,03K05,Heinz-Brandt-Schule
Schülerzeitung,Literatur / Medien,Schülerzeitung,03K05,Heinz-Brandt-Schule
Holzbearbeitung,Handwerk,Holzbearbeitung,03K05,Heinz-Brandt-Schule
Schulband,Musik / Tanz,Schulband,04G14,Reinhold-Otto-Grundschule
Computer,Naturwissenschaft / Technik,Computer,04G14,Reinhold-Otto-Grundschule
Tanzen,Musik / Tanz,Tanzen,04G14,Reinhold-Otto-Grundschule
Kochen,Handwerk,Kochen,04G14,Reinhold-Otto-Grundschule
Theater/Schauspiel,no category,no group,04G14,Reinhold-Otto-Grundschule
Judo,Sport,Judo,04G14,Reinhold-Otto-Grundschule
Holzwerkstatt u.a.,no category,no group,04G14,Reinhold-Otto-Grundschule
Yoga,Sport,Yoga,03K06,Reinhold-Burger-Schule
Schulband,Musik / Tanz,Schulband,03K06,Reinhold-Burger-Schule
Ballspiele,Sport,Ballspiele,03K06,Reinhold-Burger-Schule
PC-Werkstatt,no category,no group,03K06,Reinhold-Burger-Schule
Modern Dance,Musik / Tanz,Modern Dance,03K06,Reinhold-Burger-Schule
Streitschlichter,Gesellschaft / Partizipation,Streitschlichter,03K06,Reinhold-Burger-Schule
Schülerzeitung,Literatur / Medien,Schülerzeitung,03K06,Reinhold-Burger-Schule
Fitness,Sport,Fitness,03K06,Reinhold-Burger-Schule
Pankower Geschichtswerkstatt,no category,no group,03K06,Reinhold-Burger-Schule
Neigungsprojekte in der 8./9. Stunde,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Computerhardware,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Videogestaltung,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Fotografie,Literatur / Medien,Fotografie,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Kunst u. Kultur,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Badminton,Sport,Badminton,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Volleyball,Sport,Volleyball,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Chor,Musik / Tanz,Chor,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Presse/Schülerzeitung,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Leinwandmalerei,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Technik/Experimentieren,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Handarbeiten,Handwerk,Handarbeiten,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Wunder der Wissenschaft,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Tanz,Musik / Tanz,Tanz,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Handball,Sport,Handball,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Sanitäter,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Spielmannszug,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Gitarre,Musik / Tanz,Gitarre,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Tischtennis,Sport,Tischtennis,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Gesellschaftsspiele,Gesellschaft / Partizipation,Gesellschaftsspiele,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Theaterspielen,no category,no group,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Badminton,Sport,Badminton,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Seidenmalerei,Kultur / Kunst,Seidenmalerei,03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule)
Englisch Kl. 1 u. 2,no category,no group,03G28,Grundschule im Hasengrund
Computer,Naturwissenschaft / Technik,Computer,03G28,Grundschule im Hasengrund
Fußball,Sport,Fußball,03G28,Grundschule im Hasengrund
Gitarre,Musik / Tanz,Gitarre,03G28,Grundschule im Hasengrund
Werken,Handwerk,Werken,03G28,Grundschule im Hasengrund
Tanzen u.v.m.,no category,no group,03G28,Grundschule im Hasengrund
Computer,Naturwissenschaft / Technik,Computer,03G29,Grundschule Am Sandhaus
Keramik,Handwerk,Keramik,03G29,Grundschule Am Sandhaus
Tanz,Musik / Tanz,Tanz,03G29,Grundschule Am Sandhaus
Turnen,Sport,Turnen,03G29,Grundschule Am Sandhaus
